Region,Diameter,Age,Length,Events
Area 4,225,38,0.67481,1
Area 4,225,39,0.25142,0
Area 4,225,40,0.43857,1
Area 4,225,42,91.84335,70
Area 4,225,43,1.27351,3
Area 4,225,44,0.90838,0
Area 4,225,45,3.31041,0
Area 4,225,46,0.08268,0
Area 4,225,47,1.1324,2
Area 4,225,48,3.9838,0
Area 4,225,49,1.64807,0
Area 4,225,50,96.2623,92
Area 4,225,55,0.1686,0
Area 4,225,57,0.15214,0
Area 4,225,59,0.85452,1
Area 4,225,63,0.91296,0
Area 4,225,66,0.11017,0
Area 4,225,68,0.12903,0
Area 4,225,69,0.03555,0
Area 4,225,70,81.74407,60
Area 4,225,71,4.23496,5
Area 4,225,77,1.37321,1
Area 4,225,79,0.03483,0
Area 4,225,84,0.99927,0
Area 4,225,85,164.84479,120
Area 4,225,88,0.05666,0
Area 4,225,93,2.58713,2
Area 4,225,95,90.528,69
Area 4,300,5,0.15693,0
Area 4,300,6,0.15113,0
Area 4,300,9,0.23667,0
Area 4,300,10,0.00171,0
Area 4,300,11,0.59072,0
Area 4,300,12,2.60262,3
Area 4,300,13,0.09499,0
Area 4,300,14,0.07309,0
Area 4,300,15,6.04984,4
Area 4,300,17,0.04661,0
Area 4,300,19,0.16455,0
Area 4,300,20,0.66695,0
Area 4,300,21,0.72954,0
Area 4,300,22,6.95141,2
Area 4,300,23,0.00626,0
Area 4,300,24,1.02322,0
Area 4,300,25,2.64758,0
Area 4,300,26,0.69975,1
Area 4,300,28,0.02401,0
Area 4,300,29,0.19361,0
Area 4,300,31,0.24436,0
Area 4,300,32,6.67745,1
Area 4,300,33,0.69982,0
Area 4,300,34,0.1692,0
Area 4,300,35,0.00323,0
Area 4,300,36,5.47945,3
Area 4,300,42,12.23771,5
Area 4,300,43,0.35181,0
Area 4,300,45,1.54562,1
Area 4,300,47,0.03378,0
Area 4,300,48,0.1735,1
Area 4,300,49,0.54719,0
Area 4,300,50,13.06424,9
Area 4,300,53,0.05533,0
Area 4,300,59,0.18184,0
Area 4,300,63,0.13108,0
Area 4,300,68,0.01972,0
Area 4,300,70,9.15537,3
Area 4,300,71,1.13535,2
Area 4,300,79,0.01393,0
Area 4,300,84,0.47879,0
Area 4,300,85,25.84622,19
Area 4,300,93,0.25341,0
Area 4,300,95,17.84634,2
Area 4,375,10,0.1101,0
Area 4,375,12,1.65234,0
Area 4,375,15,0.83174,4
Area 4,375,22,1.4688,1
Area 4,375,25,0.105,0
Area 4,375,26,0.29699,0
Area 4,375,31,0.09242,0
Area 4,375,32,0.81354,0
Area 4,375,33,0.03314,1
Area 4,375,34,0.03467,0
Area 4,375,36,1.06167,1
Area 4,375,38,0.39323,0
Area 4,375,40,0.03277,0
Area 4,375,42,2.37166,0
Area 4,375,43,0.24612,0
Area 4,375,45,0.20781,0
Area 4,375,48,0.15751,0
Area 4,375,50,3.61626,1
Area 4,375,57,0.01491,0
Area 4,375,63,0.00951,0
Area 4,375,68,0.02746,0
Area 4,375,70,0.74372,0
Area 4,375,71,0.83948,0
Area 4,375,85,4.7074,0
Area 4,375,88,0.02794,0
Area 4,375,93,0.00721,0
Area 4,375,95,3.29069,2
Area 4,450,9,0.00407,0
Area 4,450,11,0.0042,0
Area 4,450,12,0.39583,0
Area 4,450,15,0.19822,0
Area 4,450,18,0.00627,0
Area 4,450,22,0.22003,0
Area 4,450,31,0.01948,0
Area 4,450,32,0.70832,0
Area 4,450,35,0.006,1
Area 4,450,36,0.31082,0
Area 4,450,42,1.18754,1
Area 4,450,49,0.12442,0
Area 4,450,50,1.10078,0
Area 4,450,70,0.46942,1
Area 4,450,84,0.03815,0
Area 4,450,85,1.94597,0
Area 4,450,95,0.30552,0
Area 4,600,7,0.01393,0
Area 4,600,8,0.15313,0
Area 4,600,13,0.36674,0
Area 4,600,15,0.13692,0
Area 4,600,22,0.12892,0
Area 4,600,32,0.23028,0
Area 4,600,36,0.09954,0
Area 4,600,38,0.03246,0
Area 4,600,42,0.38153,0
Area 4,600,50,0.29562,0
Area 4,600,70,0.01304,0
Area 4,600,85,0.50544,0
Area 4,600,95,0.11275,0
Area 4,900,8,0.28973,0
Area 4,900,11,0.02441,0
Area 4,900,20,0.03621,0
Area 4,900,85,0.28676,0
Area 4,900,95,0.02241,0
Area 4,1050,8,0.14626,0
Area 4,1050,15,0.02182,0
Area 4,1050,32,0.59052,0
Area 4,1050,50,1.87129,0
Area 4,1050,85,0.90124,0
Area 5,100,7,0.0316,0
Area 5,100,8,0.01245,0
Area 5,100,9,0.0634,0
Area 5,100,10,0.05069,0
Area 5,100,12,0.02863,0
Area 5,100,15,0.07762,1
Area 5,100,22,0.03985,0
Area 5,100,32,0.14583,2
Area 5,100,36,0.20385,2
Area 5,100,42,0.94928,2
Area 5,100,50,0.81833,3
Area 5,100,54,0.04365,1
Area 5,100,55,0.35727,1
Area 5,100,57,0.01695,0
Area 5,100,59,0.05006,1
Area 5,100,63,0.04215,0
Area 5,100,66,0.09375,0
Area 5,100,67,0.379,1
Area 5,100,68,0.5097,2
Area 5,100,70,0.80907,10
Area 5,100,71,0.11279,0
Area 5,100,79,0.08196,0
Area 5,100,84,0.01148,0
Area 5,100,85,0.6442,1
Area 5,100,95,0.21591,1
Area 5,150,6,0.25493,0
Area 5,150,7,0.48958,0
Area 5,150,8,0.77044,1
Area 5,150,9,1.90006,5
Area 5,150,10,2.53035,0
Area 5,150,11,2.83276,6
Area 5,150,12,7.293,17
Area 5,150,13,1.65211,0
Area 5,150,14,1.98651,2
Area 5,150,15,18.46778,32
Area 5,150,16,1.75496,1
Area 5,150,17,0.77933,0
Area 5,150,18,0.67375,2
Area 5,150,19,0.70141,2
Area 5,150,20,0.72389,1
Area 5,150,21,1.25836,4
Area 5,150,22,27.86891,45
Area 5,150,23,1.27073,1
Area 5,150,24,0.65443,0
Area 5,150,25,1.06278,0
Area 5,150,26,0.40815,1
Area 5,150,27,0.70569,1
Area 5,150,31,0.25406,0
Area 5,150,32,24.44397,38
Area 5,150,33,0.4295,1
Area 5,150,34,0.14283,1
Area 5,150,35,0.09646,0
Area 5,150,36,24.22213,65
Area 5,150,38,0.06702,0
Area 5,150,40,0.1336,0
Area 5,150,42,41.65267,98
Area 5,150,44,0.16891,0
Area 5,150,45,0.38583,1
Area 5,150,46,0.3825,0
Area 5,150,47,0.16704,1
Area 5,150,48,0.61032,0
Area 5,150,50,51.93899,84
Area 5,150,54,0.04475,0
Area 5,150,55,47.54744,126
Area 5,150,57,0.32227,0
Area 5,150,59,0.36665,0
Area 5,150,66,0.05842,0
Area 5,150,67,0.18791,0
Area 5,150,68,0.14188,2
Area 5,150,70,34.5619,110
Area 5,150,71,1.98565,16
Area 5,150,79,0.06057,0
Area 5,150,84,0.00815,0
Area 5,150,85,23.98925,77
Area 5,150,91,0.06558,0
Area 5,150,92,0.17615,0
Area 5,150,93,0.79602,1
Area 5,150,95,14.7627,76
Area 5,225,3,0.06111,0
Area 5,225,5,0.04336,0
Area 5,225,8,0.02669,0
Area 5,225,9,0.22267,0
Area 5,225,10,0.17017,0
Area 5,225,11,0.45268,1
Area 5,225,12,7.07337,13
Area 5,225,13,0.59055,0
Area 5,225,15,7.90004,9
Area 5,225,16,0.18165,0
Area 5,225,17,0.09145,0
Area 5,225,18,0.21007,0
Area 5,225,19,0.0298,0
Area 5,225,20,0.19117,0
Area 5,225,21,0.40556,1
Area 5,225,22,14.92621,14
Area 5,225,23,0.30595,0
Area 5,225,24,0.36127,1
Area 5,225,25,0.62815,0
Area 5,225,26,0.53147,0
Area 5,225,27,0.05382,0
Area 5,225,28,0.24778,0
Area 5,225,32,20.18363,25
Area 5,225,33,0.97992,0
Area 5,225,34,0.21401,0
Area 5,225,36,22.53447,37
Area 5,225,38,0.02418,0
Area 5,225,42,31.53879,40
Area 5,225,44,0.19599,0
Area 5,225,45,1.42997,2
Area 5,225,46,0.43129,0
Area 5,225,47,0.21701,0
Area 5,225,48,0.96643,0
Area 5,225,50,22.87342,31
Area 5,225,54,0.03937,0
Area 5,225,55,19.90095,22
Area 5,225,59,0.12853,0
Area 5,225,67,0.49612,1
Area 5,225,68,0.30884,1
Area 5,225,70,37.53714,39
Area 5,225,71,10.42192,19
Area 5,225,79,0.02319,0
Area 5,225,84,0.03488,0
Area 5,225,85,44.99754,55
Area 5,225,92,0.28886,0
Area 5,225,95,30.33665,58
Area 5,300,3,0.01075,0
Area 5,300,8,0.04832,0
Area 5,300,10,0.13094,0
Area 5,300,11,0.09577,0
Area 5,300,12,1.86483,5
Area 5,300,13,0.59978,0
Area 5,300,15,1.83576,2
Area 5,300,21,0.03365,0
Area 5,300,22,2.12178,2
Area 5,300,32,2.58624,5
Area 5,300,33,0.07632,0
Area 5,300,34,0.0617,0
Area 5,300,36,3.34196,3
Area 5,300,42,2.73884,1
Area 5,300,45,0.17002,0
Area 5,300,46,0.0611,0
Area 5,300,47,0.00985,0
Area 5,300,48,0.01116,0
Area 5,300,50,5.02445,10
Area 5,300,55,2.79761,4
Area 5,300,59,0.16878,1
Area 5,300,67,0.14204,0
Area 5,300,68,0.34179,1
Area 5,300,70,4.30684,0
Area 5,300,71,1.98339,6
Area 5,300,85,8.06067,3
Area 5,300,93,0.00934,0
Area 5,300,95,6.90007,8
Area 5,375,5,0.02801,0
Area 5,375,9,0.00861,0
Area 5,375,12,0.76893,2
Area 5,375,13,0.19538,0
Area 5,375,15,0.22171,0
Area 5,375,22,0.21493,0
Area 5,375,32,0.0954,0
Area 5,375,33,0.06165,0
Area 5,375,36,1.5117,0
Area 5,375,42,0.48059,2
Area 5,375,45,0.38549,0
Area 5,375,50,0.353,2
Area 5,375,55,0.01562,0
Area 5,375,59,0.0878,0
Area 5,375,70,0.96223,0
Area 5,375,71,0.33536,2
Area 5,375,85,0.82783,1
Area 5,375,92,0.09752,1
Area 5,375,95,0.31157,3
Area 5,450,13,0.08394,0
Area 5,450,15,0.06274,0
Area 5,450,22,0.07695,0
Area 5,450,32,0.02779,0
Area 5,450,33,0.06554,0
Area 5,450,42,0.0215,0
Area 5,450,50,0.00692,0
Area 5,450,55,0.1881,0
Area 5,450,70,0.41648,0
Area 5,450,71,0.39628,0
Area 5,450,85,0.11284,0
Area 5,600,6,0.06162,0
Area 5,600,15,0.13813,0
Area 5,600,32,0.13067,0
Area 5,600,42,0.15299,0
Area 5,600,70,0.16541,0
Area 5,600,71,0.11989,0
Area 5,600,85,0.11661,2
Area 5,600,95,0.13066,0
Area 5,900,15,0.02473,0
Area 5,900,70,0.11071,0
Area 5,900,71,0.04919,0
Area 5,900,85,0.05209,0
Area 5,1050,15,0.36265,0
Area 5,1050,22,0.26554,0
Area 5,1050,32,0.01069,0
Area 5,1050,45,0.2189,1
Area 5,1050,55,0.67018,0
Area 6,100,7,0.01121,0
Area 6,100,8,0.08935,0
Area 6,100,9,0.06615,0
Area 6,100,10,0.02981,0
Area 6,100,12,0.76005,4
Area 6,100,15,0.14581,0
Area 6,100,22,0.25956,3
Area 6,100,23,0.05588,0
Area 6,100,32,0.31919,0
Area 6,100,33,0.00946,0
Area 6,100,35,0.1198,0
Area 6,100,36,1.64586,12
Area 6,100,37,0.10363,0
Area 6,100,42,0.65877,3
Area 6,100,45,0.06732,0
Area 6,100,47,0.16088,0
Area 6,100,50,2.14823,27
Area 6,100,57,0.09046,2
Area 6,100,61,0.00846,0
Area 6,100,70,1.3439,6
Area 6,100,71,0.14588,1
Area 6,100,85,1.16547,14
Area 6,100,95,0.06828,0
Area 6,150,3,0.34352,1
Area 6,150,5,1.23916,0
Area 6,150,6,1.30618,1
Area 6,150,7,0.44212,1
Area 6,150,8,1.13293,0
Area 6,150,9,2.62995,4
Area 6,150,10,2.00429,0
Area 6,150,11,1.04367,0
Area 6,150,12,26.88587,57
Area 6,150,13,1.86235,4
Area 6,150,14,3.63855,1
Area 6,150,15,26.56661,39
Area 6,150,16,0.3115,0
Area 6,150,17,0.60044,1
Area 6,150,18,0.39619,1
Area 6,150,19,0.55422,1
Area 6,150,20,0.31585,0
Area 6,150,21,1.06001,3
Area 6,150,22,40.53092,58
Area 6,150,23,1.22638,2
Area 6,150,24,1.07187,5
Area 6,150,25,0.74726,2
Area 6,150,26,0.82868,3
Area 6,150,27,0.04313,0
Area 6,150,28,1.54392,2
Area 6,150,31,0.52979,3
Area 6,150,32,60.30931,145
Area 6,150,33,0.27035,0
Area 6,150,34,0.95847,0
Area 6,150,35,2.80804,3
Area 6,150,36,37.30447,106
Area 6,150,37,3.10169,8
Area 6,150,38,0.99995,7
Area 6,150,39,0.09783,0
Area 6,150,40,0.03562,0
Area 6,150,42,73.02566,180
Area 6,150,44,0.10248,0
Area 6,150,45,0.64176,0
Area 6,150,47,0.3516,6
Area 6,150,48,0.04096,0
Area 6,150,49,1.31356,1
Area 6,150,50,65.96538,201
Area 6,150,61,6.43992,27
Area 6,150,70,31.38504,92
Area 6,150,71,4.63752,31
Area 6,150,77,0.16586,0
Area 6,150,84,0.001,0
Area 6,150,85,23.27499,86
Area 6,150,86,0.32829,0
Area 6,150,91,0.37808,0
Area 6,150,93,0.00228,0
Area 6,150,95,9.81246,24
Area 6,225,3,0.25441,0
Area 6,225,5,0.03361,0
Area 6,225,6,0.24918,0
Area 6,225,7,0.36213,0
Area 6,225,8,0.00399,0
Area 6,225,9,0.10262,0
Area 6,225,10,0.45531,0
Area 6,225,11,0.14929,0
Area 6,225,12,21.80762,37
Area 6,225,13,0.32859,0
Area 6,225,14,0.19164,0
Area 6,225,15,12.31987,15
Area 6,225,17,0.46329,0
Area 6,225,19,0.19833,0
Area 6,225,20,0.14798,0
Area 6,225,21,0.66686,0
Area 6,225,22,19.18272,15
Area 6,225,23,1.00809,0
Area 6,225,24,0.46873,0
Area 6,225,25,0.11008,0
Area 6,225,26,0.03112,0
Area 6,225,28,2.22422,3
Area 6,225,31,0.69473,1
Area 6,225,32,33.16549,55
Area 6,225,33,0.01222,0
Area 6,225,34,0.61589,1
Area 6,225,35,0.88555,2
Area 6,225,36,42.63321,113
Area 6,225,37,0.37222,0
Area 6,225,38,0.17249,0
Area 6,225,39,0.25399,0
Area 6,225,42,32.87073,70
Area 6,225,45,0.80716,3
Area 6,225,47,0.51163,0
Area 6,225,49,1.8926,1
Area 6,225,50,27.75996,47
Area 6,225,57,0.07098,0
Area 6,225,61,1.26932,0
Area 6,225,66,0.03166,0
Area 6,225,70,21.8717,45
Area 6,225,71,13.62418,45
Area 6,225,77,0.14507,0
Area 6,225,79,0.04404,0
Area 6,225,84,0.00238,0
Area 6,225,85,23.43839,63
Area 6,225,86,0.62576,1
Area 6,225,93,0.00835,0
Area 6,225,95,11.89241,33
Area 6,225,100,0.00337,0
Area 6,300,5,0.00401,0
Area 6,300,6,0.02269,0
Area 6,300,7,0.25203,1
Area 6,300,11,0.0237,0
Area 6,300,12,4.26766,13
Area 6,300,13,0.02716,0
Area 6,300,14,0.03939,0
Area 6,300,15,1.99783,12
Area 6,300,17,0.16119,0
Area 6,300,21,0.08961,0
Area 6,300,22,3.02257,9
Area 6,300,24,0.05112,0
Area 6,300,28,0.42155,1
Area 6,300,32,3.56544,2
Area 6,300,35,0.03059,0
Area 6,300,36,4.59764,7
Area 6,300,38,0.1213,0
